"Step","WassDiff det val - val/sample_bias","WassDiff det val - val/sample_bias__MIN","WassDiff det val - val/sample_bias__MAX"
"1922","-0.11017558469656756","-0.11017558469656756","-0.11017558469656756"
"1959","9.17041155158261","9.17041155158261","9.17041155158261"
"1995","34.62651096954486","34.62651096954486","34.62651096954486"
"2031","-4.881502390422004","-4.881502390422004","-4.881502390422004"
"2068","-3.7066702283348665","-3.7066702283348665","-3.7066702283348665"
"2104","-1.5047186816394102","-1.5047186816394102","-1.5047186816394102"
"2141","-3.1510607046716914","-3.1510607046716914","-3.1510607046716914"
"2177","36.76139168925062","36.76139168925062","36.76139168925062"
"2213","0.5392014617318853","0.5392014617318853","0.5392014617318853"
"2257","20.24820520938273","20.24820520938273","20.24820520938273"
"2293","-2.2204510766061225","-2.2204510766061225","-2.2204510766061225"
"2330","1.0211681899272953","1.0211681899272953","1.0211681899272953"
"2366","0.9006161838919641","0.9006161838919641","0.9006161838919641"
"2402","-3.4661131967372594","-3.4661131967372594","-3.4661131967372594"
"2439","46.51490319703282","46.51490319703282","46.51490319703282"
"2475","101.44276359466413","101.44276359466413","101.44276359466413"
"2512","30.560922205071503","30.560922205071503","30.560922205071503"
"2548","1.3271273799404921","1.3271273799404921","1.3271273799404921"
"2584","0.36946901377008423","0.36946901377008423","0.36946901377008423"
"2628","-3.7535571950084883","-3.7535571950084883","-3.7535571950084883"
"2664","-2.1541650822248988","-2.1541650822248988","-2.1541650822248988"
"2701","7.972808833192922","7.972808833192922","7.972808833192922"
"2737","-2.130731460505538","-2.130731460505538","-2.130731460505538"
"2773","-2.4485103976593305","-2.4485103976593305","-2.4485103976593305"
"2810","0.6872464105609595","0.6872464105609595","0.6872464105609595"
"2846","2.2058108078647023","2.2058108078647023","2.2058108078647023"
"2883","8.525462994763311","8.525462994763311","8.525462994763311"
"2919","-1.0761196774357389","-1.0761196774357389","-1.0761196774357389"
"2955","-4.455789845864769","-4.455789845864769","-4.455789845864769"
"2999","-0.34259882367386507","-0.34259882367386507","-0.34259882367386507"
"3035","32.64421878154348","32.64421878154348","32.64421878154348"
"3072","49.74058189192011","49.74058189192011","49.74058189192011"
"3108","58.363110816336295","58.363110816336295","58.363110816336295"
"3144","0.46989190504176653","0.46989190504176653","0.46989190504176653"
"3181","93.11263675759587","93.11263675759587","93.11263675759587"
"3217","-3.3394222143881045","-3.3394222143881045","-3.3394222143881045"
"3254","-2.0153095548055613","-2.0153095548055613","-2.0153095548055613"
"3290","5.4050747514094475","5.4050747514094475","5.4050747514094475"
"3326","-4.314034245423392","-4.314034245423392","-4.314034245423392"
"3370","2.401998957162437","2.401998957162437","2.401998957162437"
"3406","8.103257388890723","8.103257388890723","8.103257388890723"
"3443","17.818095354022763","17.818095354022763","17.818095354022763"
"3479","-3.0088561617856393","-3.0088561617856393","-3.0088561617856393"
"3515","8.042322545011896","8.042322545011896","8.042322545011896"
"3552","15.261826263030919","15.261826263030919","15.261826263030919"
"3588","5.359815307866234","5.359815307866234","5.359815307866234"
"3625","3.07503136110053","3.07503136110053","3.07503136110053"
"3661","-3.0373779956786744","-3.0373779956786744","-3.0373779956786744"
"3697","-2.706772791279319","-2.706772791279319","-2.706772791279319"
"3741","-0.24803016710951953","-0.24803016710951953","-0.24803016710951953"
"3777","5.133250534653697","5.133250534653697","5.133250534653697"
"3814","2.0349058801784197","2.0349058801784197","2.0349058801784197"
"3850","6.8466355084918495","6.8466355084918495","6.8466355084918495"
"3886","6.99157929925197","6.99157929925197","6.99157929925197"
"3923","-4.6949216986351106","-4.6949216986351106","-4.6949216986351106"
"3959","3.7331748345190534","3.7331748345190534","3.7331748345190534"
